table,location_id,state,lat,lon,n_rows,reason,clue
meets_tf_meta,125425,WI,37.09024,-95.71289,1,outside WI box,??
meets_tf_meta,84705,ME,41.575024,-70.627625,1,outside ME box,Falmouth HS
meets_tf_meta,125447,TX,37.09024,-95.71289,1,outside TX box,Spur
meets_tf_meta,96100,IN,44.15743,-91.87955,1,outside IN box,MV
meets_tf_meta,111621,CA,43.85292,-79.462715,1,outside CA box,FSU
meets_tf_meta,92018,MI,40.296658,-83.064125,1,outside MI box,Ohio Wesleyan University
meets_tf_meta,80815,NE,40.7527,-73.986374,1,outside NE box,Gothenburg meet Dirctor
meets_tf_meta,141252,NY,41.815033,0.0,1,outside NY box,122 Kyserike Rd
meets_tf_meta,140585,MO,38.78821,0.0,1,outside MO box,Fort Zumwalt East High School
meets_tf_meta,52628,IN,26.45975,80.35986,1,outside IN box,Various
meets_tf_meta,140586,MO,39.00903,0.0,1,outside MO box,Grain Valley High School
meets_tf_meta,75225,OR,39.556976,-119.800156,1,outside OR box,Reno
meets_tf_meta,73446,IA,39.107956,-77.2092,1,outside IA box,Westwood Sporting Complex
meets_tf_meta,83787,IN,41.37978,-83.63008,1,outside IN box,Bowling Green State University
meets_tf_meta,92311,CA,42.982372,-75.586876,1,outside CA box,new york
meets_tf_meta,76778,NE,39.929214,-74.99066,1,outside NE box,Ashland Track
meets_tf_meta,102264,IN,47.60236,-122.33287,1,outside IN box,Pioneer HS
meets_tf_meta,125493,ID,37.09024,-95.71289,1,outside ID box,Filer HS
meets_tf_meta,125440,TX,37.09024,-95.71289,1,outside TX box,Prestonwood
meets_tf_meta,73054,KS,39.017773,-94.12506,1,outside KS box,Oak Grove HS
meets_tf_meta,109257,IN,34.894337,-116.62792,1,outside IN box,Bedford
meets_tf_meta,76865,MD,39.946747,-76.72815,1,outside MD box,York College of Pennsylvania in
meets_tf_meta,110326,AZ,40.233967,-111.66465,1,outside AZ box,
meets_tf_meta,122470,IN,20.593683,78.96288,1,outside IN box,Chesterton Track Complex
meets_tf_meta,103601,OR,50.18516,-119.10515,1,outside OR box,Vernon
meets_tf_meta,76824,MD,39.9363,-77.99841,1,outside MD box,McConnellsburg
meets_tf_meta,62706,OR,34.241722,-118.530205,1,outside OR box,Cal State Northridge
meets_tf_meta,124309,IN,34.238125,-118.53012,1,outside IN box,vs Northridge
meets_tf_meta,141791,IA,41.309578,0.0,1,outside IA box,Lacey Sports Park
meets_tf_meta,100883,CA,46.726353,-71.29727,1,outside CA box,E. Nic
meets_tf_meta,54436,MD,30.028595,-90.06604,1,outside MD box,The University of New Orleans
meets_tf_meta,78389,OH,40.23749,-76.82956,1,outside OH box,Alter vs Steelton Highspire (Official)
meets_tf_meta,130346,OH,41.203323,-77.19453,1,outside OH box,University of Pennsylvania
meets_tf_meta,72399,CA,38.889854,-76.97187,1,outside CA box,RFK Stadium
meets_tf_meta,141450,PA,40.010174,0.0,1,outside PA box,Lower Merion High School
meets_tf_meta,145705,MD,40.44224,-3.7100425,1,outside MD box,"Calle de Melquíades Álvarez, 18"
meets_tf_meta,80174,NE,40.6284,-87.69422,1,outside NE box,MHS
meets_tf_meta,63759,OR,35.040348,-98.28468,1,outside OR box,Oakridge
meets_tf_meta,67047,TX,36.84977,-76.289215,1,outside TX box,"Eastern Michigan University, MI"
meets_tf_meta,74678,WA,39.414314,-77.54448,1,outside WA box,Old Mead Middle
meets_tf_meta,80864,PA,40.761387,-111.82578,1,outside PA box,ut
meets_tf_meta,103536,CA,49.305775,-124.20025,1,outside CA box,Bell
meets_tf_meta,140322,CA,33.733948,0.0,1,outside CA box,Northwood High School
meets_tf_meta,125462,IL,37.09024,-95.71289,1,outside IL box,TBD
meets_tf_meta,125442,NE,37.09024,-95.71289,1,outside NE box,Morrill HS
meets_tf_meta,122628,CA,28.888315,-82.432594,1,outside CA box,Notre Dame at Citrus Hills
meets_tf_meta,89069,PA,42.339306,-71.08659,1,outside PA box,N. Huntington
meets_tf_meta,118314,WI,41.87045,-87.66749,1,outside WI box,University of Illinois Chicago
meets_tf_meta,111750,CA,44.372353,-79.6726,1,outside CA box,GO
meets_tf_meta,125406,IN,37.09024,-95.71289,1,outside IN box,Bellmont HS
meets_tf_meta,70301,IN,38.292755,-78.67958,1,outside IN box,Shenandoah
meets_tf_meta,122471,IN,20.593683,78.96288,1,outside IN box,-
meets_tf_meta,135948,CA,45.523064,-122.67648,1,outside CA box,portland
meets_tf_meta,93914,CA,43.401875,-80.322525,1,outside CA box,nu
meets_tf_meta,52039,ID,2.9686751,99.80663,1,outside ID box,TBA
meets_tf_meta,89692,IN,42.45572,-71.1342,1,outside IN box,Winchester HS
meets_tf_meta,125407,OR,37.09024,-95.71289,1,outside OR box,Reedsport
meets_tf_meta,73043,IL,39.01512,-95.74989,1,outside IL box,Winston Brown Track
meets_tf_meta,72553,CA,38.915646,-77.04903,1,outside CA box,10.27.13
meets_tf_meta,77348,CA,40.033005,-75.33668,1,outside CA box,Villanova Stadium
meets_tf_meta,125454,CA,37.09024,-95.71289,1,outside CA box,Bullard
meets_tf_meta,86359,WI,41.87045,-87.66749,1,outside WI box,University of Illinois Chicago
meets_tf_meta,77240,MA,40.011143,-105.12712,1,outside MA box,dr
meets_tf_meta,82153,CA,41.03414,-111.659584,1,outside CA box,morgan valley
meets_tf_meta,62531,VA,34.190994,-80.75974,1,outside VA box,JP Home Meet 2022 #1
meets_tf_meta,109511,IN,36.969433,-78.19063,1,outside IN box,KV
meets_tf_meta,83700,IN,41.36446,-89.27791,1,outside IN box,Princeton Track
meets_tf_meta,52043,CA,6.257695,-75.587555,1,outside CA box,Alfonso Galvis Duque Stadium
meets_tf_meta,108795,MA,32.993656,-6.833425,1,outside MA box,AB
meets_tf_meta,52105,MA,17.430212,78.44186,1,outside MA box,AP
meets_tf_meta,141156,NY,40.963745,0.0,1,outside NY box,255 Wilmot Rd
meets_tf_meta,78929,NE,40.354782,-76.72982,1,outside NE box,Harrisburg
meets_tf_meta,110373,IN,40.33919,-83.48863,1,outside IN box,Col Wheeler M.S.
meets_tf_meta,142562,IL,40.493923,0.0,1,outside IL box,Shirk Center
meets_tf_meta,93183,PA,43.15861,-78.67551,1,outside PA box,LTHS
meets_tf_meta,116969,UT,36.07259,-79.77337,1,outside UT box,North Carolina A&T University
meets_tf_meta,111139,IN,42.37065,-71.11863,1,outside IN box,Lowell HS
meets_tf_meta,141851,IN,39.901375,0.0,1,outside IN box,Mt Vernon High School
meets_tf_meta,83718,NC,41.36841,-93.56502,1,outside NC box,Drake University
meets_tf_meta,109390,KY,35.97402,-83.91179,1,outside KY box,
meets_tfrrs,900000405,AK,30.687775,-88.18323,1,outside AK box,South Alabama
meets_tfrrs,26694,IL,30.244732,-85.52202,1,outside IL box,St. James Forest Preserve
meets_tfrrs,900000098,OH,34.10593,-93.06598,1,outside OH box,Clark County Fairgrounds
meets_tfrrs,8109,AR,44.92531,-93.18282,1,outside AR box,St. Kates
meets_tfrrs,44624,PA,40.53878,0.0,1,outside PA box,DeSales University
meets_tfrrs,19953,VA,36.09185,-80.0787,1,outside VA box,Longwood University Golf Course
meets_tfrrs,31803,CT,43.0528,-75.405975,1,outside CT box,Stanley Quarter Park
meets_tfrrs,8100,MS,34.443794,-87.17825,1,outside MS box,Choctaw Trails XC Course
meets_tfrrs,29208,AR,34.672104,-89.02932,1,outside AR box,", AR"
meets_tfrrs,900000258,LA,34.05369,-118.24277,1,outside LA box,.
meets_tfrrs,44786,NE,41.02529,0.0,1,outside NE box,Olsson XC Course at Mahoney State Park
meets_tfrrs,46269,VA,37.596355,0.0,1,outside VA box,Joseph Bryan Park
meets_tfrrs,6225,GA,40.759457,-74.18117,1,outside GA box,Kennesaw State
meets_tfrrs,1377,IL,41.35766,-93.52664,1,outside IL box,Monmouth College
meets_tfrrs,6112,KY,39.928898,-105.05269,1,outside KY box,Eagle Trace Golf Course
meets_tfrrs,1963,AR,41.18565,-87.120155,1,outside AR box,Kankakee Valley High School
meets_tfrrs,41285,SC,35.973938,-78.89891,1,outside SC box,Roger Milliken Center
meets_tfrrs,5874,SD,34.939514,-81.031624,1,outside SD box,Winthrop University
meets_tfrrs,47941,MI,37.789555,-122.16561,1,outside MI box,Merritt College
meets_tfrrs,38157,IL,39.91043,-86.20987,1,outside IL box,St. James Forest Preserve
meets_tfrrs,37794,KS,41.707394,-93.611465,1,outside KS box,DMACC Cross Country Course
meets_tfrrs,31864,WI,44.16675,-93.9913,1,outside WI box,Nemadji Golf Course
meets_tfrrs,44084,AR,35.50941,-97.642426,1,outside AR box,Eldon Lyon Park
meets_tfrrs,6354,IA,44.00761,-97.178055,1,outside IA box,Dordt XC Course
meets_tfrrs,44625,PA,40.510063,0.0,1,outside PA box,Kutztown University
meets_tfrrs,31103,NC,40.2681,-74.76991,1,outside NC box,TCNJ Green Lane Fields
meets_tfrrs,46628,AR,32.519722,-92.71797,1,outside AR box,", AR"
meets_tfrrs,41292,NC,40.26848,-74.77763,1,outside NC box,The College of New Jersey
meets_tfrrs,28575,TX,39.460133,-87.25987,1,outside TX box,San Antonio Meet Location
meets_tfrrs,46170,PA,40.007442,0.0,1,outside PA box,Haverford
meets_tfrrs,3538,WA,29.827242,-95.61414,1,outside WA box,Bear Creek Pioneer Park
meets_tfrrs,900000276,WI,40.394505,-79.93851,1,outside WI box,Long Beach
meets_tfrrs,6225,AR,40.759457,-74.18117,1,outside AR box,", AR"
meets_tfrrs,44828,AR,40.749363,-86.33148,1,outside AR box,", AR"
meets_tfrrs,4196,MI,43.69078,-116.39421,1,outside MI box,Fremont
meets_tfrrs,10233,IA,37.96176,-87.67747,1,outside IA box,Angel Mounds XC Invitational
meets_tfrrs,13262,AR,41.478687,-87.179115,1,outside AR box,Wheeler High School
meets_tfrrs,18363,SC,30.392933,-81.72605,1,outside SC box,USC-Upstate
meets_tfrrs,28763,KS,40.843155,-96.6136,1,outside KS box,Mahoney Golf Course
meets_tfrrs,900000245,ND,33.632565,-84.46832,1,outside ND box,Jamestown College
meets_tfrrs,900000129,CA,40.838154,-96.70909,1,outside CA box,Crystal Springs
meets_tfrrs,6838,NC,38.801712,-77.49154,1,outside NC box,NC Carolina Wesleyan
meets_tfrrs,5949,AR,28.80799,-81.6471,1,outside AR box,MDCA
meets_tfrrs,33030,WI,42.324932,-87.83635,1,outside WI box,Foss Park
meets_tfrrs,7616,MA,42.671703,-74.498276,1,outside MA box,SUNY Cobleskill
meets_tfrrs,1912,IL,35.149982,-80.74093,1,outside IL box,Principia College North Farm
meets_tfrrs,900000342,FL,-20.500914,-54.645992,1,outside FL box,Pace Campus
meets_tfrrs,44621,PA,40.164185,0.0,1,outside PA box,Temple
meets_tfrrs,24124,OH,34.208176,-77.88193,1,outside OH box,Wilmington College
meets_tfrrs,38548,MO,34.045536,-81.030914,1,outside MO box,Cosmo Park
meets_tfrrs,24926,AR,44.93791,-93.16848,1,outside AR box,Pike Island
meets_tfrrs,46230,AR,29.993933,-81.67655,1,outside AR box,", AR"
meets_tfrrs,41285,DE,35.973938,-78.89891,1,outside DE box,Delaware State
meets_tfrrs,7518,OR,32.278774,-106.74791,1,outside OR box,New Mexico State
meets_tfrrs,19953,NE,36.09185,-80.0787,1,outside NE box,Ivey M. Redmon Sports Complex
meets_tfrrs,24765,IN,39.082527,-94.339195,1,outside IN box,Blue River CC Venue
meets_tfrrs,42315,AR,40.1079,-85.39315,1,outside AR box,Cowan
meets_tfrrs,3668,AR,41.90398,-84.609535,1,outside AR box,", AR"
meets_tfrrs,11862,AR,41.69699,-86.01385,1,outside AR box,", AR"
meets_tfrrs,881,GA,34.628838,-79.028564,1,outside GA box,University of North Georgia-Gainesville
meets_tfrrs,12082,IA,34.232845,-84.503105,1,outside IA box,Boling Park
meets_tfrrs,46156,VA,29.985083,-95.64539,1,outside VA box,Longwood Golf Course
