key,empty,street,city,state,zip,raw,n_meets
__empty__330,1,,,,,,1
__empty__370,1,,,,,,1
__empty__329,1,,,,,,1
__empty__439,1,,,,,,1
__empty__369,1,,,,,,1
__empty__418,1,,,,,,1
__empty__377,1,,,,,,1
__empty__353,1,,,,,,1
__empty__342,1,,,,,,1
__empty__441,1,,,,,,1
__empty__358,1,,,,,,1
__empty__337,1,,,,,,1
__empty__331,1,,,,,,1
__empty__334,1,,,,,,1
__empty__356,1,,,,,,1
__empty__1689,1,,,,,,1
__empty__1747,1,,,,,,1
__empty__1675,1,,,,,,1
__empty__1676,1,,,,,,1
__empty__1719,1,,,,,,1
__empty__1679,1,,,,,,1
__empty__1714,1,,,,,,1
__empty__5278,1,,,,,,1
__empty__1630,1,,,,,,1
__empty__1644,1,,,,,,1
__empty__6267,1,,,,,,1
__empty__1697,1,,,,,,1
__empty__6801,1,,,,,,1
__empty__1688,1,,,,,,1
goodells county park port huron mi|MI,0,,Goodells County Park Port Huron,MI,,"Goodells County Park Port Huron, MI",1
__empty__1266,1,,,,,,1
__empty__1307,1,,,,,,1
van cortland park new york ny 10023|NY,0,,Van Cortland Park New York,NY,10023,"Van Cortland Park New York, NY 10023",1
__empty__7567,1,,,,,,1
__empty__1132,1,,,,,,1
catholic conferencexc championship meet marquette wi 49855|WI,0,,Catholic ConferenceXC Championship Meet ,WI,49855,"Catholic ConferenceXC Championship Meet Marquette, WI 49855",1
__empty__3257,1,,,,,,1
heartwell park long beach ca|CA,0,,Heartwell Park Long Beach,CA,,"Heartwell Park Long Beach, CA",1
__empty__1255,1,,,,,,1
__empty__1216,1,,,,,,1
__empty__1326,1,,,,,,1
__empty__2191,1,,,,,,1
__empty__2211,1,,,,,,1
__empty__478,1,,,,,,1
__empty__2052,1,,,,,,1
__empty__2197,1,,,,,,1
__empty__4177,1,,,,,,1
__empty__4192,1,,,,,,1
__empty__4187,1,,,,,,1
__empty__4170,1,,,,,,1
__empty__4180,1,,,,,,1
__empty__4174,1,,,,,,1
__empty__4274,1,,,,,,1
__empty__4194,1,,,,,,1
__empty__4178,1,,,,,,1
__empty__4271,1,,,,,,1
__empty__4096,1,,,,,,1
__empty__4111,1,,,,,,1
__empty__4160,1,,,,,,1
__empty__4253,1,,,,,,1
__empty__4119,1,,,,,,1
__empty__1516,1,,,,,,1
__empty__1489,1,,,,,,1
__empty__1337,1,,,,,,1
__empty__1452,1,,,,,,1
__empty__1375,1,,,,,,1
__empty__1384,1,,,,,,1
__empty__1364,1,,,,,,1
__empty__1463,1,,,,,,1
__empty__904,1,,,,,,1
logos land cobden on|ON,0,,Logos Land Cobden,ON,,"Logos Land Cobden, ON",1
__empty__554,1,,,,,,1
__empty__936,1,,,,,,1
__empty__868,1,,,,,,1
__empty__171,1,,,,,,1
__empty__174,1,,,,,,1
__empty__253,1,,,,,,1
__empty__225,1,,,,,,1
__empty__4757,1,,,,,,1
__empty__4760,1,,,,,,1
__empty__4657,1,,,,,,1
__empty__4640,1,,,,,,1
__empty__4686,1,,,,,,1
__empty__4687,1,,,,,,1
__empty__4682,1,,,,,,1
__empty__4702,1,,,,,,1
__empty__4641,1,,,,,,1
__empty__150,1,,,,,,1
__empty__175,1,,,,,,1
__empty__158,1,,,,,,1
__empty__4691,1,,,,,,1
__empty__4639,1,,,,,,1
__empty__172,1,,,,,,1
__empty__246,1,,,,,,1
__empty__7297,1,,,,,,1
__empty__1841,1,,,,,,1
__empty__1837,1,,,,,,1
__empty__1546,1,,,,,,1
__empty__1889,1,,,,,,1
__empty__1829,1,,,,,,1
__empty__1839,1,,,,,,1
__empty__1832,1,,,,,,1
__empty__1817,1,,,,,,1
__empty__1552,1,,,,,,1
__empty__1815,1,,,,,,1
__empty__15704,1,,,,,,1
__empty__2793,1,,,,,,1
__empty__2719,1,,,,,,1
__empty__2776,1,,,,,,1
__empty__2657,1,,,,,,1
bishop verot high school 5598 sunrise drive ft myers fl 33919|FL,0,5598 Sunrise drive ft myers,Sunrise drive ft myers,FL,33919,"Bishop Verot High School 5598 Sunrise drive ft myers, FL 33919",1
__empty__455,1,,,,,,1
__empty__9691,1,,,,,,1
__empty__2773,1,,,,,,1
__empty__2788,1,,,,,,1
__empty__842,1,,,,,,1
__empty__836,1,,,,,,1
__empty__835,1,,,,,,1
__empty__803,1,,,,,,1
__empty__3830,1,,,,,,1
__empty__3827,1,,,,,,1
__empty__3722,1,,,,,,1
__empty__860,1,,,,,,1
__empty__806,1,,,,,,1
sherrod residential park abilene tx|TX,0,,Sherrod Residential Park Abilene,TX,,"Sherrod Residential Park Abilene, TX",1
ccsf 50 phelan avenue san francisco ca 94112|CA,0,50 Phelan Avenue San Francisco,Phelan Avenue San Francisco,CA,94112,"CCSF 50 Phelan Avenue San Francisco, CA 94112",1
__empty__1215,1,,,,,,1
__empty__1243,1,,,,,,1
__empty__1316,1,,,,,,1
__empty__1226,1,,,,,,1
2006 usatf minnesota marquette wi 49855|WI,0,2006 USATF Minnesota Marquette,USATF Minnesota Marquette,WI,49855,"2006 USATF Minnesota Marquette, WI 49855",2
__empty__1254,1,,,,,,1
__empty__1162,1,,,,,,1
__empty__1153,1,,,,,,1
__empty__1315,1,,,,,,1
__empty__2305,1,,,,,,1
__empty__2249,1,,,,,,1
__empty__2260,1,,,,,,1
__empty__2247,1,,,,,,1
__empty__5833,1,,,,,,1
__empty__5799,1,,,,,,1
__empty__5801,1,,,,,,1
__empty__5736,1,,,,,,1
__empty__5805,1,,,,,,1
__empty__5783,1,,,,,,1
__empty__5810,1,,,,,,1
__empty__4301,1,,,,,,1
__empty__4952,1,,,,,,1
__empty__3049,1,,,,,,1
__empty__3006,1,,,,,,1
__empty__3050,1,,,,,,1
__empty__2982,1,,,,,,1
__empty__3035,1,,,,,,1
__empty__5260,1,,,,,,1
__empty__4886,1,,,,,,1
__empty__4068,1,,,,,,1
__empty__2498,1,,,,,,1
__empty__2506,1,,,,,,1
__empty__2470,1,,,,,,1
__empty__2499,1,,,,,,1
__empty__2351,1,,,,,,1
__empty__2361,1,,,,,,1
__empty__2412,1,,,,,,1
__empty__2474,1,,,,,,1
__empty__2511,1,,,,,,1
__empty__2465,1,,,,,,1
__empty__2405,1,,,,,,1
__empty__2152,1,,,,,,1
__empty__2080,1,,,,,,1
__empty__2208,1,,,,,,1
__empty__2132,1,,,,,,1
__empty__2046,1,,,,,,1
__empty__2531,1,,,,,,1
__empty__2634,1,,,,,,1
__empty__2633,1,,,,,,1
__empty__2542,1,,,,,,1
__empty__2646,1,,,,,,1
texas a m college station tx 77843|TX,0,,M College Station,TX,77843,"Texas A&M College Station, TX 77843",1
angel mounds cross country course evansville in 47712|IN,0,,Angel Mounds Cross Country Course Evansv,IN,47712,"Angel Mounds Cross Country Course Evansville, IN 47712",1
__empty__3985,1,,,,,,1
__empty__4032,1,,,,,,1
__empty__4058,1,,,,,,1
__empty__4114,1,,,,,,1
__empty__3951,1,,,,,,1
__empty__3967,1,,,,,,1
__empty__4115,1,,,,,,1
__empty__4090,1,,,,,,1
__empty__3976,1,,,,,,1
__empty__3973,1,,,,,,1
coastal carolina university conway sc 29526|SC,0,,Coastal Carolina University Conway,SC,29526,"Coastal Carolina University Conway, SC 29526",1
__empty__4001,1,,,,,,1
__empty__4063,1,,,,,,1
__empty__4085,1,,,,,,1
__empty__380,1,,,,,,1
__empty__378,1,,,,,,1
__empty__344,1,,,,,,1
__empty__375,1,,,,,,1
__empty__3367,1,,,,,,1
__empty__3635,1,,,,,,1
__empty__3306,1,,,,,,1
__empty__3703,1,,,,,,1
__empty__3529,1,,,,,,1
__empty__3688,1,,,,,,1
__empty__427,1,,,,,,1
__empty__359,1,,,,,,1
__empty__5085,1,,,,,,1
__empty__5056,1,,,,,,1
__empty__5095,1,,,,,,1
__empty__5179,1,,,,,,1
__empty__5187,1,,,,,,1
__empty__4279,1,,,,,,1
__empty__5229,1,,,,,,1
__empty__739,1,,,,,,1
__empty__5025,1,,,,,,1
__empty__5003,1,,,,,,1
__empty__5052,1,,,,,,1
__empty__4928,1,,,,,,1
__empty__4940,1,,,,,,1
__empty__250,1,,,,,,1
__empty__4971,1,,,,,,1
__empty__4895,1,,,,,,1
__empty__4991,1,,,,,,1
__empty__5023,1,,,,,,1
__empty__1290,1,,,,,,1
__empty__519,1,,,,,,1
__empty__1980,1,,,,,,1
__empty__2006,1,,,,,,1
__empty__883,1,,,,,,1
__empty__1989,1,,,,,,1
__empty__2005,1,,,,,,1
__empty__738,1,,,,,,1
__empty__1987,1,,,,,,1
__empty__148,1,,,,,,1
__empty__4506,1,,,,,,1
__empty__1360,1,,,,,,1
__empty__893,1,,,,,,1
__empty__1333,1,,,,,,1
grandinetti elementary ridgeway pa|PA,0,,Grandinetti Elementary Ridgeway,PA,,"Grandinetti Elementary Ridgeway, PA",1
__empty__3310,1,,,,,,1
venue address orlando fl 32825|,0,,Venue Address Orlando,FL,32825,"Venue Address Orlando, Fl 32825",1
__empty__857,1,,,,,,1
__empty__851,1,,,,,,1
__empty__4604,1,,,,,,1
__empty__4524,1,,,,,,1
__empty__4520,1,,,,,,1
__empty__4512,1,,,,,,1
__empty__4553,1,,,,,,1
__empty__4429,1,,,,,,1
__empty__4458,1,,,,,,1
__empty__4611,1,,,,,,1
__empty__4472,1,,,,,,1
__empty__4518,1,,,,,,1
__empty__751,1,,,,,,1
__empty__856,1,,,,,,1
__empty__774,1,,,,,,1
__empty__773,1,,,,,,1
__empty__1541,1,,,,,,1
__empty__1773,1,,,,,,1
__empty__1763,1,,,,,,1
__empty__4758,1,,,,,,1
__empty__4805,1,,,,,,1
__empty__4729,1,,,,,,1
__empty__4793,1,,,,,,1
__empty__4763,1,,,,,,1
__empty__4830,1,,,,,,1
__empty__4835,1,,,,,,1
__empty__4731,1,,,,,,1
__empty__4747,1,,,,,,1
__empty__1759,1,,,,,,1
__empty__1658,1,,,,,,1
__empty__1645,1,,,,,,1
__empty__1725,1,,,,,,1
__empty__1652,1,,,,,,1
__empty__1647,1,,,,,,1
__empty__1634,1,,,,,,1
__empty__6292,1,,,,,,1
__empty__1718,1,,,,,,1
__empty__1716,1,,,,,,1
__empty__1654,1,,,,,,1
__empty__6235,1,,,,,,1
__empty__3088,1,,,,,,1
__empty__3243,1,,,,,,1
__empty__3258,1,,,,,,1
__empty__3151,1,,,,,,1
__empty__3261,1,,,,,,1
__empty__2798,1,,,,,,1
__empty__2775,1,,,,,,1
__empty__2644,1,,,,,,1
__empty__2763,1,,,,,,1
__empty__2774,1,,,,,,1
__empty__2784,1,,,,,,1
__empty__6596,1,,,,,,1
__empty__6595,1,,,,,,1
__empty__2817,1,,,,,,1
__empty__2681,1,,,,,,1
__empty__2697,1,,,,,,1
__empty__2703,1,,,,,,1
__empty__3963,1,,,,,,1
__empty__3878,1,,,,,,1
__empty__3898,1,,,,,,1
__empty__3762,1,,,,,,1
__empty__3840,1,,,,,,1
__empty__3913,1,,,,,,1
__empty__3858,1,,,,,,1
__empty__3822,1,,,,,,1
__empty__3899,1,,,,,,1
__empty__3914,1,,,,,,1
__empty__3902,1,,,,,,1
__empty__3836,1,,,,,,1
__empty__3769,1,,,,,,1
__empty__3767,1,,,,,,1
__empty__1252,1,,,,,,1
__empty__1256,1,,,,,,1
__empty__1230,1,,,,,,1
__empty__5249,1,,,,,,1
__empty__5244,1,,,,,,1
__empty__5243,1,,,,,,1
__empty__5261,1,,,,,,1
__empty__5264,1,,,,,,1
__empty__5327,1,,,,,,1
__empty__5418,1,,,,,,1
__empty__5414,1,,,,,,1
__empty__1157,1,,,,,,1
__empty__1925,1,,,,,,1
__empty__2011,1,,,,,,1
__empty__1992,1,,,,,,1
__empty__1888,1,,,,,,1
__empty__7581,1,,,,,,1
__empty__7611,1,,,,,,1
__empty__2084,1,,,,,,1
__empty__1917,1,,,,,,1
__empty__2025,1,,,,,,1
__empty__1990,1,,,,,,1
__empty__2022,1,,,,,,1
__empty__569,1,,,,,,1
__empty__573,1,,,,,,1
__empty__480,1,,,,,,1
__empty__511,1,,,,,,1
__empty__568,1,,,,,,1
__empty__630,1,,,,,,1
__empty__636,1,,,,,,1
__empty__529,1,,,,,,1
__empty__6351,1,,,,,,1
__empty__6414,1,,,,,,1
__empty__6332,1,,,,,,1
__empty__6307,1,,,,,,1
__empty__6366,1,,,,,,1
__empty__481,1,,,,,,1
__empty__467,1,,,,,,1
__empty__6346,1,,,,,,1
__empty__4402,1,,,,,,1
__empty__4355,1,,,,,,1
__empty__4308,1,,,,,,1
__empty__4370,1,,,,,,1
__empty__4401,1,,,,,,1
__empty__4316,1,,,,,,1
__empty__4318,1,,,,,,1
__empty__4327,1,,,,,,1
__empty__4475,1,,,,,,1
__empty__4317,1,,,,,,1
__empty__4361,1,,,,,,1
__empty__4380,1,,,,,,1
__empty__4397,1,,,,,,1
__empty__4330,1,,,,,,1
__empty__4391,1,,,,,,1
__empty__4302,1,,,,,,1
__empty__4304,1,,,,,,1
__empty__4310,1,,,,,,1
__empty__4386,1,,,,,,1
__empty__4384,1,,,,,,1
__empty__4352,1,,,,,,1
__empty__2048,1,,,,,,1
georgia college and state university milledgeville ga 12345|GA,0,,Georgia College and State University Mil,GA,12345,"Georgia College and State University Milledgeville, GA 12345",1
__empty__5469,1,,,,,,1
__empty__5522,1,,,,,,1
__empty__5465,1,,,,,,1
__empty__5514,1,,,,,,1
__empty__5352,1,,,,,,1
__empty__5467,1,,,,,,1
__empty__5406,1,,,,,,1
__empty__5353,1,,,,,,1
__empty__5382,1,,,,,,1
__empty__5445,1,,,,,,1
__empty__2512,1,,,,,,1
__empty__2357,1,,,,,,1
__empty__6007,1,,,,,,1
__empty__5890,1,,,,,,1
__empty__5880,1,,,,,,1
__empty__5908,1,,,,,,1
__empty__2401,1,,,,,,1
stanford golf course marquette wi 49855|WI,0,,Stanford Golf Course Marquette,WI,49855,"Stanford Golf Course Marquette, WI 49855",1
2006 usatf region7 marquette wi 49855|WI,0,2006 USATF Region,Marquette,WI,49855,"2006 USATF Region7 Marquette, WI 49855",1
portage warrior challenge wi|WI,0,,Portage Warrior Challenge,WI,,"Portage Warrior Challenge , WI",1
runners soul valley xc classic wa|WA,0,,Runners Soul Valley XC Classic,WA,,"Runners Soul Valley XC Classic , WA",1
kendall soccer park marquette wi 49855|WI,0,,Kendall Soccer Park Marquette,WI,49855,"Kendall Soccer Park Marquette, WI 49855",1
accac conference championships az|AZ,0,,ACCAC Conference Championships,AZ,,"ACCAC Conference Championships , AZ",1
__empty__1137,1,,,,,,1
currie golf course midland mi 48640|MI,0,,Currie Golf Course Midland,MI,48640,"Currie Golf Course Midland, MI 48640",1
__empty__1156,1,,,,,,1
__empty__2449,1,,,,,,1
__empty__2529,1,,,,,,1
__empty__2494,1,,,,,,1
__empty__2541,1,,,,,,1
__empty__2551,1,,,,,,1
__empty__2610,1,,,,,,1
__empty__2535,1,,,,,,1
__empty__7049,1,,,,,,1
__empty__6917,1,,,,,,1
__empty__2545,1,,,,,,1
__empty__5758,1,,,,,,1
__empty__5716,1,,,,,,1
__empty__5552,1,,,,,,1
__empty__5605,1,,,,,,1
__empty__5607,1,,,,,,1
__empty__5518,1,,,,,,1
__empty__5682,1,,,,,,1
__empty__5601,1,,,,,,1
__empty__5598,1,,,,,,1
__empty__5594,1,,,,,,1
__empty__5760,1,,,,,,1
__empty__5631,1,,,,,,1
long beach 4901 carson street marquette wi 49855|WI,0,4901 Carson Street Marquette,Carson Street Marquette,WI,49855,"Long Beach 4901 Carson Street Marquette, WI 49855",1
__empty__5586,1,,,,,,1
__empty__11531,1,,,,,,1
__empty__3680,1,,,,,,1
__empty__3396,1,,,,,,1
__empty__3469,1,,,,,,1
__empty__3682,1,,,,,,1
__empty__3457,1,,,,,,1
__empty__3438,1,,,,,,1
__empty__3307,1,,,,,,1
__empty__3673,1,,,,,,1
__empty__3687,1,,,,,,1
__empty__3681,1,,,,,,1
__empty__6814,1,,,,,,1
__empty__6830,1,,,,,,1
__empty__6759,1,,,,,,1
__empty__6837,1,,,,,,1
__empty__3597,1,,,,,,1
__empty__3312,1,,,,,,1
__empty__3506,1,,,,,,1
__empty__3452,1,,,,,,1
__empty__3847,1,,,,,,1
__empty__6099,1,,,,,,1
__empty__6160,1,,,,,,1
__empty__6157,1,,,,,,1
__empty__6056,1,,,,,,1
sc state university orangeburg sc 29117|SC,0,,SC State University Orangeburg,SC,29117,"SC State University Orangeburg , SC 29117",1
__empty__9016,1,,,,,,1
__empty__6120,1,,,,,,1
__empty__6085,1,,,,,,1
__empty__2846,1,,,,,,1
south alabama mobile ak 36608|AK,0,,South Alabama Mobile,AK,36608,"South Alabama Mobile, AK 36608",1
ash creek preserve monmouth or 97351|OR,0,,Ash Creek Preserve Monmouth,OR,97351,"Ash Creek Preserve Monmouth, OR 97351",1
south alabama mobile al 12345|AL,0,,South Alabama Mobile,AL,12345,"South Alabama Mobile, AL 12345",1
__empty__7653,1,,,,,,1
__empty__7616,1,,,,,,1
__empty__2820,1,,,,,,1
__empty__2970,1,,,,,,1
__empty__2891,1,,,,,,1
__empty__4737,1,,,,,,1
__empty__4822,1,,,,,,1
__empty__4767,1,,,,,,1
__empty__7111,1,,,,,,1
__empty__7105,1,,,,,,1
__empty__7128,1,,,,,,1
__empty__7043,1,,,,,,1
__empty__7080,1,,,,,,1
__empty__7067,1,,,,,,1
__empty__7119,1,,,,,,1
__empty__7029,1,,,,,,1
__empty__7087,1,,,,,,1
__empty__7085,1,,,,,,1
__empty__7040,1,,,,,,1
__empty__7109,1,,,,,,1
__empty__4827,1,,,,,,1
__empty__7065,1,,,,,,1
__empty__1431,1,,,,,,1
__empty__1515,1,,,,,,1
__empty__7301,1,,,,,,1
__empty__7195,1,,,,,,1
__empty__7147,1,,,,,,1
__empty__7139,1,,,,,,1
__empty__7191,1,,,,,,1
__empty__7164,1,,,,,,1
__empty__7202,1,,,,,,1
__empty__7196,1,,,,,,1
__empty__4631,1,,,,,,1
__empty__4595,1,,,,,,1
__empty__4609,1,,,,,,1
__empty__4572,1,,,,,,1
__empty__4596,1,,,,,,1
__empty__4705,1,,,,,,1
__empty__4586,1,,,,,,1
__empty__4603,1,,,,,,1
__empty__4764,1,,,,,,1
__empty__4680,1,,,,,,1
__empty__4638,1,,,,,,1
__empty__4643,1,,,,,,1
__empty__4679,1,,,,,,1
__empty__6289,1,,,,,,1
__empty__6293,1,,,,,,1
__empty__4481,1,,,,,,1
__empty__4528,1,,,,,,1
__empty__4470,1,,,,,,1
__empty__4469,1,,,,,,1
__empty__7382,1,,,,,,1
__empty__7474,1,,,,,,1
__empty__7478,1,,,,,,1
__empty__7384,1,,,,,,1
__empty__7288,1,,,,,,1
__empty__7285,1,,,,,,1
__empty__6517,1,,,,,,1
__empty__6590,1,,,,,,1
__empty__6398,1,,,,,,1
__empty__6515,1,,,,,,1
__empty__7482,1,,,,,,1
__empty__6536,1,,,,,,1
__empty__6525,1,,,,,,1
__empty__6531,1,,,,,,1
__empty__5054,1,,,,,,1
__empty__5012,1,,,,,,1
lakeside municipal golf course fort dodge ia 50428|IA,0,,Lakeside Municipal Golf Course Fort Dodg,IA,50428,"Lakeside Municipal Golf Course Fort Dodge, IA 50428",1
__empty__4980,1,,,,,,1
__empty__5018,1,,,,,,1
__empty__8798,1,,,,,,1
speedway meadows golden gate park san francisco ca 94118|CA,0,,Golden Gate Park San Francisco,CA,94118,"Speedway Meadows, Golden Gate Park San Francisco, CA 94118",1
ui springfield springfield il 62703|IL,0,,UI-Springfield Springfield,IL,62703,"UI-Springfield Springfield, IL 62703",1
delaware state complex dover de 19901|DE,0,,Delaware State Complex Dover,DE,19901,"Delaware State Complex Dover, DE 19901",1
__empty__8938,1,,,,,,1
__empty__5234,1,,,,,,1
__empty__5341,1,,,,,,1
__empty__5290,1,,,,,,1
__empty__5241,1,,,,,,1
__empty__5255,1,,,,,,1
chamizal memorial national park el paso tx 79905|TX,0,,Chamizal Memorial National Park El Paso,TX,79905,"Chamizal Memorial National Park El Paso, TX 79905",1
pella ia central xc course pella iowa 50219|,0,,Pella,IA,50219,"Pella, IA - Central XC Course Pella, Iowa 50219",1
__empty__8543,1,,,,,,1
__empty__8547,1,,,,,,1
__empty__5248,1,,,,,,1
__empty__5516,1,,,,,,1
al buehler trail durham nc 12345|NC,0,,Al Buehler Trail Durham,NC,12345,"Al Buehler Trail Durham, NC 12345",1
__empty__8209,1,,,,,,1
university of central florida orlando fl 32825|FL,0,,University of Central Florida Orlando,FL,32825,"University of Central Florida Orlando, FL 32825",1
__empty__8195,1,,,,,,1
foundation field lock haven university havenview drive lock haven pa 17745|PA,0,,Lock Haven University Havenview Drive Lo,PA,17745,"Foundation Field, Lock Haven University Havenview Drive Lock Haven, PA 17745",1
__empty__8238,1,,,,,,1
texas tyler tyler tx 75707|TX,0,,Texas-Tyler Tyler,TX,75707,"Texas-Tyler Tyler, TX 75707",1
__empty__5803,1,,,,,,1
ash creek preserve church st west monmouth or 97361|OR,0,,Ash Creek Preserve Church St West Monmou,OR,97361,"Ash Creek Preserve Church St West Monmouth, OR 97361",1
forest hill park 1639 university dr durham nc 27707|NC,0,1639 University Dr Durham,University Dr Durham,NC,27707,"Forest Hill Park 1639 University Dr Durham, NC 27707",1
__empty__6812,1,,,,,,1
__empty__6749,1,,,,,,1
__empty__6638,1,,,,,,1
__empty__6777,1,,,,,,1
furman university greenville sc 29613|SC,0,,Furman University Greenville,SC,29613,"Furman University Greenville, SC 29613",1
__empty__6772,1,,,,,,1
__empty__6672,1,,,,,,1
__empty__6774,1,,,,,,1
__empty__6736,1,,,,,,1
__empty__6737,1,,,,,,1
laurel hill plantation mount pleasant sc 29465|SC,0,,Laurel Hill Plantation Mount Pleasant,SC,29465,"Laurel Hill Plantation Mount Pleasant, SC 29465",1
wcu cullowhee nc cullowhee nc 28723|NC,0,,Cullowhee,NC,28723,"WCU, Cullowhee, NC Cullowhee, NC 28723",1
eastern state williamsburg va 23185|VA,0,,Eastern State Williamsburg,VA,23185,"Eastern State Williamsburg, VA 23185",1
willamette mission state park brooks or 97330|OR,0,,Willamette Mission State Park Brooks,OR,97330,"Willamette Mission State Park Brooks, OR 97330",1
chennault airpark 4500 chennault pkwy lake charles la 70615|LA,0,4500 Chennault Pkwy Lake Charles,Chennault Pkwy Lake Charles,LA,70615,"Chennault Airpark 4500 Chennault Pkwy Lake Charles, LA 70615",1
__empty__7620,1,,,,,,1
__empty__7600,1,,,,,,1
__empty__7623,1,,,,,,1
__empty__7525,1,,,,,,1
__empty__7573,1,,,,,,1
__empty__7586,1,,,,,,1
__empty__7541,1,,,,,,1
__empty__7477,1,,,,,,1
__empty__7543,1,,,,,,1
__empty__7534,1,,,,,,1
central fields forest park st louis mo 63110|MO,0,,Central Fields - Forest Park St. Louis,MO,63110,"Central Fields - Forest Park St. Louis, MO 63110",1
__empty__7585,1,,,,,,1
__empty__7580,1,,,,,,1
__empty__6922,1,,,,,,1
__empty__6848,1,,,,,,1
__empty__6835,1,,,,,,1
__empty__7042,1,,,,,,1
__empty__6847,1,,,,,,1
__empty__6949,1,,,,,,1
__empty__6947,1,,,,,,1
__empty__6911,1,,,,,,1
__empty__6879,1,,,,,,1
__empty__5236,1,,,,,,1
__empty__5121,1,,,,,,1
__empty__5237,1,,,,,,1
__empty__5063,1,,,,,,1
__empty__5144,1,,,,,,1
__empty__5057,1,,,,,,1
__empty__6329,1,,,,,,1
__empty__6432,1,,,,,,1
__empty__6308,1,,,,,,1
__empty__6447,1,,,,,,1
__empty__6374,1,,,,,,1
__empty__6345,1,,,,,,1
__empty__6358,1,,,,,,1
__empty__10668,1,,,,,,1
__empty__6306,1,,,,,,1
wapicada golf course sauk rapids mn 55441|MN,0,,Wapicada Golf Course Sauk Rapids,MN,55441,"Wapicada Golf Course Sauk Rapids, MN 55441",1
wayne e dannehl cross country course kenosha wi 53141|WI,0,,Wayne E. Dannehl Cross Country Course Ke,WI,53141,"Wayne E. Dannehl Cross Country Course Kenosha, WI 53141",2
__empty__8336,1,,,,,,1
carousel park wilmingon de wilmington de 19808|DE,0,,Wilmingon,DE,19808,"Carousel Park, Wilmingon, DE Wilmington, DE 19808",1
lower woodland park 1000 n 50th st seattle wa 98103|WA,0,1000 N,th St Seattle,WA,98103,"Lower Woodland Park 1000 N 50th St Seattle, WA 98103",1
__empty__7030,1,,,,,,1
__empty__10008,1,,,,,,1
union canal tunnel park lebanon pa 17003|PA,0,,Union Canal Tunnel Park Lebanon,PA,17003,"Union Canal Tunnel Park Lebanon , PA 17003",1
carson newman jefferson city tn 37760|TN,0,,Carson Newman Jefferson City,TN,37760,"Carson Newman Jefferson City, TN 37760",1
__empty__12337,1,,,,,,1
suny new paltz new paltz ny 12345|NY,0,,SUNY New Paltz New Paltz,NY,12345,"SUNY New Paltz New Paltz, NY 12345",1
__empty__11846,1,,,,,,1
kensington metro park milford mi|MI,0,,Kensington Metro Park Milford,MI,,"Kensington Metro Park Milford, MI",1
wasioto winds golf course pineville ky pineville ky 40977|KY,0,,Pineville,KY,40977,"Wasioto Winds Golf Course, Pineville, KY Pineville, KY 40977",1
__empty__4254,1,,,,,,1
__empty__4275,1,,,,,,1
__empty__4328,1,,,,,,1
__empty__7380,1,,,,,,1
fountain bluff sports complex 2200 old state hwy 210 liberty mo 64068|MO,0,2200 Old State Hwy,Liberty,MO,64068,"Fountain Bluff Sports Complex 2200 Old State Hwy 210 Liberty, MO 64068",1
grinnell country club grinnell college grinnell ia 50112|IA,0,,Grinnell Country Club - Grinnell College,IA,50112,"Grinnell Country Club - Grinnell College Grinnell, IA 50112",1
casleton college cross country course casleton vt 12345|VT,0,,Casleton College Cross-Country Course Ca,VT,12345,"Casleton College Cross-Country Course Casleton, VT 12345",1
__empty__402,1,,,,,,1
__empty__8712,1,,,,,,1
harry pritchett course tuscaloosa alabama tuscaloosa al 35487|AL,0,,Alabama Tuscaloosa,AL,35487,"Harry Pritchett Course, Tuscaloosa, Alabama Tuscaloosa, AL 35487",1
central connecticut new britain ct 06051|CT,0,,Central Connecticut New Britain,CT,06051,"Central Connecticut New Britain, CT 06051",1
__empty__7626,1,,,,,,1
__empty__7634,1,,,,,,1
__empty__8179,1,,,,,,1
iu east cross country course richmond in 12345|IN,0,,IU East Cross Country Course Richmond,IN,12345,"IU East Cross Country Course Richmond, IN 12345",1
__empty__8038,1,,,,,,1
__empty__8030,1,,,,,,1
__empty__8052,1,,,,,,1
__empty__9422,1,,,,,,1
franklin park boston ma 2124|,0,,Franklin Park Boston,MA,,"Franklin Park Boston , MA 2124",1
u p r cayey avenida antonio r barcelo 205 cayey pr 00736|PR,0,205 Cayey,Cayey,PR,00736,"U.P.R. Cayey Avenida Antonio R. Barcelo 205 Cayey, PR 00736",1
__empty__9442,1,,,,,,1
__empty__7117,1,,,,,,1
__empty__7126,1,,,,,,1
__empty__7118,1,,,,,,1
__empty__7220,1,,,,,,1
osu cross country course stillwater ok 74075|OK,0,,OSU Cross Country Course Stillwater,OK,74075,"OSU Cross Country Course Stillwater, OK 74075",1
__empty__8770,1,,,,,,1
cal state san marcos campus san diego ca 92096|CA,0,,Cal State San Marcos Campus San Diego,CA,92096,"Cal State San Marcos Campus San Diego, CA 92096",1
__empty__13060,1,,,,,,1
__empty__15672,1,,,,,,1
augsburg minneapolis mn 55454|MN,0,,Augsburg Minneapolis,MN,55454,"Augsburg Minneapolis, MN 55454",1
furman university golf course greenville sc 29613|SC,0,,Furman University Golf Course Greenville,SC,29613,"Furman University Golf Course Greenville, SC 29613",1
matthews industrial park santee sc 29117|SC,0,,Matthews Industrial Park Santee,SC,29117,"Matthews Industrial Park Santee, SC 29117",1
